"Data","Desenvolvedor","Classificacao","Especialista","Generalista","Misto","Total"
"2012-12-01","Philip Withnall","Misto",1,17,7,25
"2013-01-01","Bastien Nocera","Misto",1,17,7,25
"2013-02-01","Bastien Nocera","Misto",1,17,7,25
"2013-03-01","Bastien Nocera","Misto",1,17,7,25
"2013-04-01","Bastien Nocera","Misto",1,17,7,25
"2013-05-01","Bastien Nocera","Misto",1,17,7,25
"2013-07-01","Bastien Nocera","Misto",1,17,7,25
"2013-07-01","Yosef Or Boczko","Generalista",1,18,7,26
"2013-08-01","Bastien Nocera","Misto",1,18,7,26
"2013-08-01","Philip Withnall","Misto",1,18,7,26
"2013-09-01","Bastien Nocera","Misto",1,18,7,26
"2013-09-01","Philip Withnall","Misto",1,18,7,26
"2013-10-01","Bastien Nocera","Misto",1,18,7,26
"2013-11-01","Bastien Nocera","Misto",1,18,7,26
"2013-12-01","Bastien Nocera","Misto",1,18,7,26
"2014-01-01","Bastien Nocera","Misto",1,18,7,26
"2014-01-01","Philip Withnall","Misto",1,18,7,26
"2014-02-01","Bastien Nocera","Misto",1,18,7,26
"2014-03-01","Bastien Nocera","Misto",1,18,7,26
"2014-04-01","Bastien Nocera","Misto",1,18,7,26
"2014-05-01","Bastien Nocera","Misto",1,18,7,26
"2014-06-01","Bastien Nocera","Misto",1,18,7,26
"2014-07-01","Bastien Nocera","Misto",1,18,7,26
"2014-08-01","Bastien Nocera","Misto",1,18,7,26
"2014-09-01","Bastien Nocera","Misto",1,18,7,26
"2014-10-01","Bastien Nocera","Misto",1,18,7,26
"2014-11-01","Bastien Nocera","Misto",1,18,7,26
"2014-12-01","Bastien Nocera","Misto",1,18,7,26
"2015-01-01","Bastien Nocera","Misto",1,18,7,26
"2015-02-01","Bastien Nocera","Misto",1,18,7,26
"2015-03-01","Bastien Nocera","Misto",1,18,7,26
"2015-04-01","Bastien Nocera","Misto",1,18,7,26
"2015-05-01","Bastien Nocera","Misto",1,18,7,26
"2015-07-01","Matthieu Gautier","Generalista",1,19,7,27
"2015-08-01","Bastien Nocera","Misto",1,19,7,27
"2015-09-01","Bastien Nocera","Misto",1,19,7,27
"2015-11-01","Bastien Nocera","Misto",1,19,7,27
"2015-12-01","Bastien Nocera","Misto",1,19,7,27
"2016-01-01","Bastien Nocera","Misto",1,19,7,27
"2016-03-01","Bastien Nocera","Misto",1,19,7,27
"2016-04-01","Bastien Nocera","Misto",1,19,7,27
"2016-06-01","Bastien Nocera","Misto",1,19,7,27
"2016-10-01","Bastien Nocera","Misto",1,19,7,27
"2016-11-01","Bastien Nocera","Misto",1,19,7,27
"2016-11-01","Philip Withnall","Misto",1,19,7,27
"2016-12-01","Bastien Nocera","Misto",1,19,7,27
"2017-04-01","Bastien Nocera","Misto",1,19,7,27
"2017-05-01","Bastien Nocera","Misto",1,19,7,27
"2017-06-01","Bastien Nocera","Misto",1,19,7,27
"2017-07-01","Bastien Nocera","Misto",1,19,7,27
"2017-08-01","Bastien Nocera","Misto",1,19,7,27
"2017-09-01","Bastien Nocera","Misto",1,19,7,27
"2018-05-01","Bastien Nocera","Misto",1,19,7,27
"2018-06-01","Bastien Nocera","Misto",1,19,7,27
"2018-11-01","Bastien Nocera","Misto",1,19,7,27
"2018-12-01","Bastien Nocera","Misto",1,19,7,27
"2019-01-01","Bastien Nocera","Misto",1,19,7,27
"2019-02-01","Bastien Nocera","Misto",1,19,7,27
"2019-05-01","Bastien Nocera","Misto",1,19,7,27
"2019-07-01","Bastien Nocera","Misto",1,19,7,27
"2019-09-01","Bastien Nocera","Misto",1,19,7,27
"2019-10-01","Bastien Nocera","Misto",1,19,7,27
"2019-10-01","Robert Roth","Generalista",1,20,7,28
"2019-11-01","Bastien Nocera","Misto",1,20,7,28
"2019-12-01","Bastien Nocera","Misto",1,20,7,28
"2020-02-01","Bastien Nocera","Misto",1,20,7,28
"2020-03-01","Bastien Nocera","Misto",1,20,7,28
"2020-04-01","Bastien Nocera","Misto",1,20,7,28
"2020-07-01","Bastien Nocera","Misto",1,20,7,28
"2020-08-01","Bastien Nocera","Misto",1,20,7,28
"2020-09-01","Bastien Nocera","Misto",1,20,7,28
