"Desenvolvedor","Data","Classificacao_ownership","Major","Minor","Total","Perc_Major","Perc_Minor"
"Roberto@Sirius","2010-12-01","Major",11,2,13,84.6153846153846,15.3846153846154
"Roberto@Debian32","2011-01-01","Major",11,2,13,84.6153846153846,15.3846153846154
"Roberto@Maverick64","2011-01-01","Major",12,2,14,85.7142857142857,14.2857142857143
"Roberto@Sirius","2011-01-01","Major",12,2,14,85.7142857142857,14.2857142857143
"Roberto@Fiorenzo","2011-02-01","Major",12,2,14,85.7142857142857,14.2857142857143
"Roberto@Goyle","2011-02-01","Major",14,2,16,87.5,12.5
"Roberto@Maverick64","2011-02-01","Major",14,2,16,87.5,12.5
"Roberto@Sirius","2011-02-01","Major",14,2,16,87.5,12.5
"Roberto@Dj2","2011-03-01","Major",14,2,16,87.5,12.5
"Roberto@Maverick64","2011-03-01","Major",15,2,17,88.2352941176471,11.7647058823529
"Roberto@Natty32","2011-03-01","Major",15,2,17,88.2352941176471,11.7647058823529
"Roberto@Sirius","2011-03-01","Major",15,2,17,88.2352941176471,11.7647058823529
"Roberto@Debian32","2011-04-01","Major",15,2,17,88.2352941176471,11.7647058823529
"Roberto@Maverick64","2011-04-01","Major",16,2,18,88.8888888888889,11.1111111111111
"Roberto@Natty32","2011-04-01","Major",16,2,18,88.8888888888889,11.1111111111111
"Roberto@Sirius","2011-04-01","Major",16,2,18,88.8888888888889,11.1111111111111
"Roberto@Solarisexpress","2011-04-01","Major",16,2,18,88.8888888888889,11.1111111111111
"Roberto@Debian32","2011-05-01","Major",16,2,18,88.8888888888889,11.1111111111111
"Roberto@Fedora15","2011-05-01","Major",17,2,19,89.4736842105263,10.5263157894737
"Roberto@Natty32","2011-05-01","Major",17,2,19,89.4736842105263,10.5263157894737
"Roberto@Sirius","2011-05-01","Major",17,2,19,89.4736842105263,10.5263157894737
"Roberto@Debian32","2011-06-01","Major",17,2,19,89.4736842105263,10.5263157894737
"Roberto@Debian32","2011-07-01","Major",17,2,19,89.4736842105263,10.5263157894737
"Roberto@Natty32","2011-07-01","Major",17,2,19,89.4736842105263,10.5263157894737
"Roberto@Sirius","2011-07-01","Major",17,2,19,89.4736842105263,10.5263157894737
"Roberto@Debian32","2011-08-01","Major",17,2,19,89.4736842105263,10.5263157894737
"Roberto@Sirius","2011-08-01","Major",17,2,19,89.4736842105263,10.5263157894737
"Roberto@Debian32","2011-09-01","Major",17,2,19,89.4736842105263,10.5263157894737
"Roberto@Debian32","2011-10-01","Major",17,2,19,89.4736842105263,10.5263157894737
"Roberto@Debian32","2011-11-01","Major",17,2,19,89.4736842105263,10.5263157894737
"Roberto@Goyle","2011-11-01","Major",18,2,20,90,10
"Roberto@Oneiric64","2011-11-01","Major",18,2,20,90,10
"Roberto@Sirius","2011-11-01","Major",18,2,20,90,10
"Roberto@Oneiric64","2011-12-01","Major",18,2,20,90,10
"Roberto@Oneiric64","2012-01-01","Major",18,2,20,90,10
"Roberto@Goyle","2012-02-01","Major",18,2,20,90,10
"Roberto@Oneiric64","2012-02-01","Major",19,2,21,90.4761904761905,9.52380952380952
"Roberto@Precise64","2012-02-01","Major",19,2,21,90.4761904761905,9.52380952380952
"Roberto@Sirius","2012-02-01","Major",19,2,21,90.4761904761905,9.52380952380952
"Roberto@Goyle","2012-03-01","Major",19,2,21,90.4761904761905,9.52380952380952
"Roberto@Icarus","2012-03-01","Major",22,2,24,91.6666666666667,8.33333333333333
"Roberto@Openbsd50","2012-03-01","Major",22,2,24,91.6666666666667,8.33333333333333
"Roberto@Openindiana","2012-03-01","Major",22,2,24,91.6666666666667,8.33333333333333
"Roberto@Precise64","2012-03-01","Major",22,2,24,91.6666666666667,8.33333333333333
"Roberto@Precise64","2012-04-01","Major",22,2,24,91.6666666666667,8.33333333333333
"Roberto@Sirius","2012-04-01","Major",22,2,24,91.6666666666667,8.33333333333333
"Roberto@Precise64","2012-05-01","Major",22,2,24,91.6666666666667,8.33333333333333
"Roberto@Sirius","2012-05-01","Major",23,2,25,92,8
"Roberto@Quantal64","2012-06-01","Major",23,2,25,92,8
"Roberto@Quantal64","2012-07-01","Major",23,2,25,92,8
"Roberto@Quantal64","2012-08-01","Major",23,2,25,92,8
"Roberto@Arch","2012-09-01","Major",24,2,26,92.3076923076923,7.69230769230769
"Roberto@Quantal64","2012-09-01","Major",25,2,27,92.5925925925926,7.40740740740741
"Colin Ligertwood","2012-10-01","Major",25,2,27,92.5925925925926,7.40740740740741
"Colinlbc","2012-10-01","Major",29,2,31,93.5483870967742,6.45161290322581
"Lukasz Mierzwa","2012-10-01","Major",29,2,31,93.5483870967742,6.45161290322581
"Roberto De Ioris","2012-10-01","Major",29,2,31,93.5483870967742,6.45161290322581
"Unbit","2012-10-01","Major",29,2,31,93.5483870967742,6.45161290322581
"Roberto De Ioris","2012-11-01","Major",29,2,31,93.5483870967742,6.45161290322581
"Unbit","2012-11-01","Major",29,2,31,93.5483870967742,6.45161290322581
"Lukasz Mierzwa","2012-12-01","Major",29,2,31,93.5483870967742,6.45161290322581
"Roberto De Ioris","2012-12-01","Major",28,3,31,90.3225806451613,9.67741935483871
"Unbit","2012-12-01","Major",28,3,31,90.3225806451613,9.67741935483871
"Unbit","2012-12-01","Minor",28,3,31,90.3225806451613,9.67741935483871
"Lukasz Mierzwa","2013-01-01","Major",28,3,31,90.3225806451613,9.67741935483871
"Roberto De Ioris","2013-01-01","Major",29,2,31,93.5483870967742,6.45161290322581
"Unbit","2013-01-01","Major",29,2,31,93.5483870967742,6.45161290322581
"Lukasz Mierzwa","2013-02-01","Major",29,2,31,93.5483870967742,6.45161290322581
"Unbit","2013-02-01","Major",29,2,31,93.5483870967742,6.45161290322581
"Lukasz Mierzwa","2013-03-01","Major",29,2,31,93.5483870967742,6.45161290322581
"Riccardo Magliocchetti","2013-03-01","Major",30,2,32,93.75,6.25
"Unbit","2013-03-01","Major",30,2,32,93.75,6.25
"Lukasz Mierzwa","2013-04-01","Major",30,2,32,93.75,6.25
"Unbit","2013-04-01","Major",30,2,32,93.75,6.25
"Lukasz Mierzwa","2013-05-01","Major",30,2,32,93.75,6.25
"Unbit","2013-05-01","Major",30,2,32,93.75,6.25
"Lukasz Mierzwa","2013-06-01","Major",30,2,32,93.75,6.25
"Unbit","2013-06-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Guido Berhoerster","2013-07-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Unbit","2013-07-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Unbit","2013-08-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Lukasz Mierzwa","2013-09-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Unbit","2013-09-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Lukasz Mierzwa","2013-10-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Riccardo Magliocchetti","2013-10-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Unbit","2013-10-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Lukasz Mierzwa","2013-11-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Riccardo Magliocchetti","2013-11-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Unbit","2013-11-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Lukasz Mierzwa","2013-12-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Riccardo Magliocchetti","2013-12-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Unbit","2013-12-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Unbit","2014-01-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Unbit","2014-02-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Roberto De Ioris","2014-03-01","Major",31,2,33,93.9393939393939,6.06060606060606
"Unbit","2014-03-01","Major",32,2,34,94.1176470588235,5.88235294117647
"Getcwd","2014-04-01","Major",32,2,34,94.1176470588235,5.88235294117647
"Unbit","2014-04-01","Major",32,2,34,94.1176470588235,5.88235294117647
"Roberto De Ioris","2014-05-01","Major",32,2,34,94.1176470588235,5.88235294117647
"Unbit","2014-05-01","Major",33,2,35,94.2857142857143,5.71428571428571
"Marko Tiikkaja","2014-06-01","Major",33,2,35,94.2857142857143,5.71428571428571
"Unbit","2014-06-01","Major",33,2,35,94.2857142857143,5.71428571428571
"Unbit","2014-07-01","Major",33,2,35,94.2857142857143,5.71428571428571
"Mike Kaplinskiy","2014-08-01","Major",34,2,36,94.4444444444444,5.55555555555556
"Unbit","2014-08-01","Major",34,2,36,94.4444444444444,5.55555555555556
"Unbit","2014-09-01","Major",34,2,36,94.4444444444444,5.55555555555556
"Unbit","2014-10-01","Major",34,2,36,94.4444444444444,5.55555555555556
"Unbit","2014-11-01","Major",34,2,36,94.4444444444444,5.55555555555556
"Unbit","2014-12-01","Major",34,2,36,94.4444444444444,5.55555555555556
"Riccardo Magliocchetti","2015-01-01","Major",34,2,36,94.4444444444444,5.55555555555556
"Unbit","2015-01-01","Major",35,2,37,94.5945945945946,5.40540540540541
"Curtis Maloney","2015-02-01","Major",35,2,37,94.5945945945946,5.40540540540541
"Unbit","2015-02-01","Major",35,2,37,94.5945945945946,5.40540540540541
"Unbit","2015-03-01","Major",35,2,37,94.5945945945946,5.40540540540541
"Curtis Maloney","2015-04-01","Major",35,2,37,94.5945945945946,5.40540540540541
"Unbit","2015-04-01","Major",35,2,37,94.5945945945946,5.40540540540541
"Riccardo Magliocchetti","2015-05-01","Major",35,2,37,94.5945945945946,5.40540540540541
"Unbit","2015-05-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Hleran","2015-06-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Unbit","2015-06-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Hleran","2015-07-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Unbit","2015-07-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Hleran","2015-08-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Unbit","2015-08-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Hleran","2015-09-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Unbit","2015-09-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Unbit","2015-10-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Hleran","2015-11-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Unbit","2015-11-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Hleran","2015-12-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Unbit","2015-12-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Hleran","2016-01-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Unbit","2016-02-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Hleran","2016-04-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Unbit","2016-05-01","Major",36,2,38,94.7368421052632,5.26315789473684
"Felicity Tarnell","2016-07-01","Major",37,2,39,94.8717948717949,5.12820512820513
"Unbit","2016-07-01","Major",37,2,39,94.8717948717949,5.12820512820513
"Unbit","2016-08-01","Major",37,2,39,94.8717948717949,5.12820512820513
"Unbit","2016-09-01","Major",37,2,39,94.8717948717949,5.12820512820513
"Unbit","2016-11-01","Major",37,2,39,94.8717948717949,5.12820512820513
"Unbit","2017-02-01","Major",37,2,39,94.8717948717949,5.12820512820513
"Unbit","2017-03-01","Major",37,2,39,94.8717948717949,5.12820512820513
"Unbit","2017-09-01","Major",37,2,39,94.8717948717949,5.12820512820513
"Unbit","2017-11-01","Major",37,2,39,94.8717948717949,5.12820512820513
"Paul J Stevens","2018-02-01","Major",38,2,40,95,5
"Unbit","2018-02-01","Major",38,2,40,95,5
"Unbit","2018-03-01","Major",38,2,40,95,5
"Unbit","2018-06-01","Major",38,2,40,95,5
"Unbit","2018-07-01","Major",38,2,40,95,5
"Unbit","2018-08-01","Major",38,2,40,95,5
"Unbit","2019-03-01","Major",38,2,40,95,5
